highlight_uid,highlight_name,highlight_type,highlight_author,app_name,APPL #1,APPL #2,APPL #3,APPL #4,app_code_list,manual_highlight_description,highlight_description,manual_image_url,image_url,video_url,main_link,article_links,tech_previous_work_description,tech_previous_work_url,tech_recommendation,tech_impact,notes,related_highlights,tech_external_url,partner_suricata_link,related_highlights,related_highlights,new image,Please write your initials on column F before starting to fill out new entries
PRT116,ionseed,partner,jgp,Auto-sustainable stores & companies,AUTOSUST,,,,AUTOSUST,,Distributed Energy Storage. Your Energy. Your Rules,,,,http://www.ionseed.eu/,,,,,,,,,,,,,
PRT074,dropwater,partner,jgp,"Refill Packages/Reusable Packages
Rethink packages",REFIPACK,RETHPACK,,,"REFIPACK,RETHPACK",,Drop Water is reinventing how bottled water is made and distributed. Our kiosks bottle drinks at the point of purchase in 100% compostable bottles.,https://static.wixstatic.com/media/7dcc42_9c3c7dbcbe9445c5965c43e847f852b3%7Emv2.png,https://static.wixstatic.com/media/7dcc42_9c3c7dbcbe9445c5965c43e847f852b3%7Emv2.png,,https://www.dropwater.co/,,,,,,,,,,,,,https://static.wixstatic.com/media/7dcc42_9c3c7dbcbe9445c5965c43e847f852b3%7Emv2.png
PRT108,ecodyger,partner,jgp,Waste based products,WASTBASE,,,,WASTBASE,,Ecodyger traite les déchets organiques sur place et permet d'en résuire le volume de 70% à 90% qu'il ne devienne des ordures. Le substrat obtenu est utilisable comme compost de haute qualité,http://ecodyger.com/wp-content/uploads/2014/07/socialicon.jpg,http://ecodyger.com/wp-content/uploads/2014/07/socialicon.jpg,,http://ecodyger.com/,,,,,,,,,,,,,http://ecodyger.com/wp-content/uploads/2014/07/socialicon.jpg
PRT069,pirugrow,partner,jgp,Range of Functional Food,FUNCFOOD,,,,FUNCFOOD,,Enjoy Fresh Now,,,,https://spirugrow.com/,,,,,,,,,,,,,
PRT060,Bulkbox Foods,partner,jgp,"Omnichannel bulk foods
As convenient as the most convenient
Traceability applications
Rethink packages",OMNIBULK,CONVCONV,TRACEABI,RETHPACK,"OMNIBULK,CONVCONV,TRACEABI,RETHPACK",,"Fill your kitchen with beautiful meals starting at $2.90, while knowing you are getting the quality and value of farm to market food that your family deserves.",https://bulkboxfoods.com/skin1_layouts/modern/images/BulkBox/Chefd-logo.jpg,https://bulkboxfoods.com/skin1_layouts/modern/images/BulkBox/Chefd-logo.jpg,,https://bulkboxfoods.com,,,,,,,,,,,,,https://bulkboxfoods.com/skin1_layouts/modern/images/BulkBox/Chefd-logo.jpg
PRT111,Docplanner,partner,jgp,As convenient as the most convenient,CONVCONV,,,,CONVCONV,,"Find the best physicians, search by location and specialty. Book your doctor appointment online on Doctoralia. Ask an expert.",https://www.docplanner.com/img/logo-default-group-en.svg?v=1,https://www.docplanner.com/img/logo-default-group-en.svg?v=1,,https://www.docplanner.com/about-us,,,,,,,,,,,,,https://www.docplanner.com/img/logo-default-group-en.svg?v=1
PRT127,flow.ai,partner,jgp,"Virtual Assistants
As convenient as the most convenient",VIRTASSI,CONVCONV,,,"VIRTASSI,CONVCONV",,"Flow.ai is a professional software platform for creating conversational UIs, AI assistants and chatbots.",https://flow.ai/assets/images/social/facebook.png,https://flow.ai/assets/images/social/facebook.png,,https://www.flow.ai/,,,,,,,,,,,,,https://flow.ai/assets/images/social/facebook.png
PRT075,framie,partner,jgp,Reward for each Consumer Journey Step,REWASTEP,,,,REWASTEP,,"Framie is a mobile app that empowers any brand to create digital collections, composed of placeholder pictures, for their users to complete with their own pictures. Step up your user engagement game!",,,,http://www.framieapp.com/,,,,,,,,,,,,,
PRT095,SAP Global Batch Traceability,partner,nlg,Traceability applications,TRACEABI,,,,TRACEABI,,Get real-time insight into batch genealogy with our product traceability software – SAP Global Batch Traceability.,https://www.sap.com/dam/application/imagelibrary/photos/273000/273472.jpg.adapt.450_255.false.false.false.false.jpg/1423287712691.jpg,https://www.sap.com/dam/application/imagelibrary/photos/273000/273472.jpg.adapt.450_255.false.false.false.false.jpg/1423287712691.jpg,,https://www.sap.com/products/batch-product-traceability.html,,,,,,,,,,,,,https://www.sap.com/dam/application/imagelibrary/photos/273000/273472.jpg.adapt.450_255.false.false.false.false.jpg/1423287712691.jpg
TECH13:4,Hazel Technologies,partner,tpc,Optimize Product Life Cycle,OPTICYCL,,,,OPTICYCL,,"INCREASE SHELF LIFE. DECREASE WASTE. Great things come in small packages: Meet Hazel®— the smallest, biggest thing to happen to your supply chain.",https://uploads-ssl.webflow.com/5ac50fbc851dd7333c6e171b/5c3524231c5d603acd5a21f1_Title.jpg,https://uploads-ssl.webflow.com/5ac50fbc851dd7333c6e171b/5c3524231c5d603acd5a21f1_Title.jpg,,https://www.hazeltechnologies.com/,,,,,,,,,,"TECH13:3,TECH13:1,TECH13:5,TECH13:2,TECH13","TECH13,TECH13:1,TECH13:2,TECH13:5,TECH13:3",,https://uploads-ssl.webflow.com/5ac50fbc851dd7333c6e171b/5c3524231c5d603acd5a21f1_Title.jpg
PRT056,oko,partner,jgp,Kill the noise,KILLNOIS,,,,KILLNOIS,,Intelligent Newsroom Assistant,https://oko.ai/images/0aa200d6-c80c-45ac-9c04-299194dced05.png,https://oko.ai/images/0aa200d6-c80c-45ac-9c04-299194dced05.png,,https://oko.ai/,,,,,,,,,,,,,https://oko.ai/images/0aa200d6-c80c-45ac-9c04-299194dced05.png
PRT128,Kami AI,partner,jgp,"Virtual Assistants
As convenient as the most convenient",VIRTASSI,CONVCONV,,,"VIRTASSI,CONVCONV",,KAMI's Conversational AI architecture is designed to empower machines with the abilities of understanding and generating natural dialogue.,https://kami.ai/wp-content/themes/Kami/img/logo-dark.png,https://kami.ai/wp-content/themes/Kami/img/logo-dark.png,,https://kami.ai/,,,,,,,,,,,,,https://kami.ai/wp-content/themes/Kami/img/logo-dark.png
PRT101,Knotel,partner,jgp,Undocked offices,UNDOOFFI,,,,UNDOOFFI,,"Knotel is changing the way companies find, design, and build office space, while offering operational flexibility which lowers risk as your company changes. ",http://www.knotel.com/static/assets/knotel-4095f2fdcefbb2d3ee2eb6cb366b2986.jpg,http://www.knotel.com/static/assets/knotel-4095f2fdcefbb2d3ee2eb6cb366b2986.jpg,,https://www.knotel.com,,,,,,,,,,,,,http://www.knotel.com/static/assets/knotel-4095f2fdcefbb2d3ee2eb6cb366b2986.jpg
PRT114,Kubo,partner,jgp,Continuous Employee Training,CONTTRAI,,,,CONTTRAI,,"KUBO is a simple, intuitive solution, that makes it easy for teachers to introduce computer science and coding to students as young as four.",,,,https://kubo.education/,,,,,,,,,,,,,
PRT033,HYDRAO,partner,jgp,Auto-sustainable stores & companies,AUTOSUST,,,,AUTOSUST,,"La sobriété énergétique par l'innovation, votre relais de croissance Des solutions autonomes et pédagogiques de gestion de l’eau pour mesurer et communiquer votre impact énergétique Écologie, Confort et Rentabilité",,,,https://pro.hydrao.com/,,,,,,,,,,,,,
TECH70:5,Pensa Systems,partner,tpc,"As cheap as the cheapest
Automate repetitive tasks",CHEACHEA,AUTOTASK,,,"CHEACHEA,AUTOTASK",,Learn how Pensa's breakthrough retail inventory visibility solution helps brands and retailers minimize stockouts & optimize product planning and compliance,https://www.pensasystems.com/wp-content/uploads/2018/06/dronebeauty.jpg,https://www.pensasystems.com/wp-content/uploads/2018/06/dronebeauty.jpg,,https://www.pensasystems.com/,,,,,,,,,,"TECH70:2,TECH70:3,TECH70:4,TECH70:1,TECH70","TECH70,TECH70:1,TECH70:2,TECH70:3,TECH70:4",,https://www.pensasystems.com/wp-content/uploads/2018/06/dronebeauty.jpg
PRT036,LinkSquare,partner,jgp,Clean Label,CLEALABE,,,,CLEALABE,,"LinksSquare is a handheld spectrometer to check food quality, verify products, and explore so many things around you. A smart scanner device to take anywhere.",,,,https://linksquare.io/,,,,,,,,,,,,,
PRT091,Volunteer Sabbatical,partner,jgp,Total work flexibility,WORKFLEX,,,,WORKFLEX,,MovingWorlds helps leading corporations build scalable programs that deliver triple-bottom line benefits.,//images.ctfassets.net/e6h4r2c2hknq/4Se8FehupGeoc4uWQ2S46W/446f25aaa8d256ce0d268e489633310c/Lynn-Thurston-Blog-Post-Photos-2-e1517436437572.jpg?fit=fill&w=1200&h=630,//images.ctfassets.net/e6h4r2c2hknq/4Se8FehupGeoc4uWQ2S46W/446f25aaa8d256ce0d268e489633310c/Lynn-Thurston-Blog-Post-Photos-2-e1517436437572.jpg?fit=fill&w=1200&h=630,,https://movingworlds.org/international-corporate-volunteering,,,,,,,,,,,,,//images.ctfassets.net/e6h4r2c2hknq/4Se8FehupGeoc4uWQ2S46W/446f25aaa8d256ce0d268e489633310c/Lynn-Thurston-Blog-Post-Photos-2-e1517436437572.jpg?fit=fill&w=1200&h=630
PRT103,bitext,partner,jgp,Virtual Assistants,VIRTASSI,,,,VIRTASSI,,"Named Cool Vendor by Gartner. Pioneering a new NLP middleware industry that helps chatbots understand people. Deep Linguistic Analysis platform that handles any language, variant and vertical. Open to integration with AI engines- Machine learning and DL",,,,https://www.bitext.com/,,,,,,,,,,,,,
TECH91:4,Vodafone Narrowband IoT (NB-IoT),partner,tpc,As cheap as the cheapest,CHEACHEA,,,,CHEACHEA,,"Narrowband-IoT (NB-IoT) is a new technology standard, designed to broaden the future of IoT connectivity. Learn more.",https://www.vodafone.com/business/media/image/1508862782875/651386824-og_1200x630.jpg,https://www.vodafone.com/business/media/image/1508862782875/651386824-og_1200x630.jpg,,https://www.vodafone.com/business/iot/managed-iot-connectivity/nb-iot,,,,,,,,,,"TECH91:1,TECH91:2,TECH91:3,TECH91","TECH91,TECH91:1,TECH91:2,TECH91:3",,https://www.vodafone.com/business/media/image/1508862782875/651386824-og_1200x630.jpg
PRT118,nevis,partner,jgp,"As convenient as the most convenient
Kill the noise",CONVCONV,KILLNOIS,,,"CONVCONV,KILLNOIS",,nevisQ - Die intelligenten Fußleisten zur diskreten Überwachung von Räumen,https://www.nevisq.com/assets/images/nevisq/logo.png,https://www.nevisq.com/assets/images/nevisq/logo.png,,https://www.nevisq.com/home,,,,,,,,,,,,,https://www.nevisq.com/assets/images/nevisq/logo.png
PRT149,vegware,partner,jgp,Alternative materials to plastic,ALTEPLAS,,,,ALTEPLAS,,Our range of eco friendly packaging and catering disposables are environmentally safe and always completely compostable. See Our Range Instore!,,,,https://www.vegware.com/#,,,,,,,,,,,,,
PRT063,Wasteless RFID,partner,aec,Optimize Product Life Cycle,OPTICYCL,,,,OPTICYCL,,Reduce food waste and increase sales with dynamic pricing,/Bs.WebApp.Models.Page/1/meta_image.png,/Bs.WebApp.Models.Page/1/meta_image.png,https://www.youtube.com/watch?time_continue=44&v=RPsigzml4Ck,https://www.wasteless.co/,,,,,,,,,,,,,/oldtechimg//Bs.WebApp.Models.Page/1/meta_image.png.jpg
PRT017,Shelfie,partner,jgp,As cheap as the cheapest,CHEACHEA,,,,CHEACHEA,,"Shelfie is an image analytics platform designed to provide insights into the physical shelves of a retail environment. System is made up of an analytics platform, image capturing devices and reporting dashboard.",https://shelfierobot.com/wp-content/uploads/2018/10/shelfie.Artboard.png,https://shelfierobot.com/wp-content/uploads/2018/10/shelfie.Artboard.png,,https://shelfierobot.com/,,,,,,,,,,,,,https://shelfierobot.com/wp-content/uploads/2018/10/shelfie.Artboard.png
PRT117,situm,partner,jgp,"As convenient as the most convenient
Kill the noise",CONVCONV,KILLNOIS,,,"CONVCONV,KILLNOIS",,"Situm is present in thousands of buildings from different industries worldwide, from hospitals, airports and train stations to museums, corporate buildings and factories, providing the most precise indoor positioning with the minimal infrastructure",https://situm.es/img/facebook/08zf6jwooduzakd41zbjsi7taqypo7/F0000000460_Situm_indoor_positioning.png,https://situm.es/img/facebook/08zf6jwooduzakd41zbjsi7taqypo7/F0000000460_Situm_indoor_positioning.png,,https://situm.es/en,,,,,,,,,,,,,https://situm.es/img/facebook/08zf6jwooduzakd41zbjsi7taqypo7/F0000000460_Situm_indoor_positioning.png
PRT097,smartLOGO,partner,jgp,Traceability applications,TRACEABI,,,,TRACEABI,,"smartLOGO, la vera alternativa al qr-code ti permette di ingaggiare il tuo consumatore con contenuti rilevanti
",https://images.pexels.com/photos/1437318/pexels-photo-1437318.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/1437318/pexels-photo-1437318.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,http://www.smartlogo.it/,,,,,,,,,,,,,https://images.pexels.com/photos/1437318/pexels-photo-1437318.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940
TECH91:3,Altice Narrowband IoT (NB-IoT),partner,tpc,As cheap as the cheapest,CHEACHEA,,,,CHEACHEA,,"Somos líderes em inovação e no desenvolvimento das telecomunicações, sistemas e tecnologias de informação. Continuamos mais perto do que é importante.",https://www.telecom.pt/SiteCollectionImages/img-fb.png,https://www.telecom.pt/SiteCollectionImages/img-fb.png,,https://www.telecom.pt/pt-pt/media/noticias/paginas/2018/novembro/narrowband-iot-.aspx,,,,,,,,,,"TECH91:1,TECH91:2,TECH91:4,TECH91","TECH91,TECH91:1,TECH91:2,TECH91:4",,https://www.telecom.pt/SiteCollectionImages/img-fb.png
PRT028,Spoonshot,partner,jgp,Automatic Styling or Curatorship,AUTOSTYL,,,,AUTOSTYL,,Spoonshot's technology leverages food science and artificial intelligence to predict consumer tastes and food trends. We've built our several solutions from this core technology to solve some of the food & beverage industry's key challenges.,,,,https://spoonshot.com/,,,,,,,,,,,,,
PRT098,UWINLOC,partner,jgp,Traceability applications,TRACEABI,,,,TRACEABI,,"Tag your assets, reduce your delays, and optimize your stock flow with UWINLOC's innovative indoor location system, a new standard for IoT assets tracking.",https://uwinloc.com/wp-content/uploads/2017/03/uwinloc-indoor-location-system-assets-tracking-warehouse-logistics.jpg,https://uwinloc.com/wp-content/uploads/2017/03/uwinloc-indoor-location-system-assets-tracking-warehouse-logistics.jpg,,https://uwinloc.com/,,,,,,,,,,,,,https://uwinloc.com/wp-content/uploads/2017/03/uwinloc-indoor-location-system-assets-tracking-warehouse-logistics.jpg
PRT147,Zipongo,partner,jgp,Health Support Range,HEALSUPP,,,,HEALSUPP,,"Take the guesswork out of corporate nutrition. Get personalized, healthy eating recommendations based on biometrics, preferences and dietary needs.",https://meetzipongo.com/wp-content/uploads/2016/04/frontimage-1024x542.png,https://meetzipongo.com/wp-content/uploads/2016/04/frontimage-1024x542.png,,https://meetzipongo.com,,,,,,,,,,,,,https://meetzipongo.com/wp-content/uploads/2016/04/frontimage-1024x542.png
PRT099,Better Cotton Initiative,partner,nlg,Transparency watchdogs,TRANWATC,,,,TRANWATC,,"The Better Cotton Initiative exists to make global cotton production better for the people who produce it, the environment it grows in and the sector’s future",https://bettercotton.org/wp-content/uploads/2013/12/11850731595_1174368db5_o.jpg,https://bettercotton.org/wp-content/uploads/2013/12/11850731595_1174368db5_o.jpg,,https://bettercotton.org/,,,,,,,,,,,,,https://bettercotton.org/wp-content/uploads/2013/12/11850731595_1174368db5_o.jpg
PRT100,Toptal's Work from Anywhere Policy,partner,nlg,Undocked offices,UNDOOFFI,,,,UNDOOFFI,,"Toptal is a rapidly growing tech start-up connecting the top 3% of talent in business, design, and technology to top professional clients.",https://bs-assets.toptal.io/blackfish-assets/public/base/images/logo/og_image_default_f7e298.png,https://bs-assets.toptal.io/blackfish-assets/public/base/images/logo/og_image_default_f7e298.png,,https://www.toptal.com/careers,,,,,,,,,,,,,https://bs-assets.toptal.io/blackfish-assets/public/base/images/logo/og_image_default_f7e298.png
PRT029,VueStyle,partner,aec,Automatic Styling or Curatorship,AUTOSTYL,,,,AUTOSTYL,,VueStyle is an AI Stylist for Fashion Retailers | Styling and Outfitting Solution for Fashion Ecommerce Websites | Online Personal Stylist,,,,https://vue.ai/ai-stylist/,https://vue.ai/blog/vuestyle/subscription-box-automation-how-an-ai-stylist-can-help-scale-your-curation-subscription-model/,,,,,,,,,,,,
TECH13:2,Apeel Sciences,partner,tpc,Optimize Product Life Cycle,OPTICYCL,,,,OPTICYCL,,"We believe in abundance. var htmlDiv = document.getElementById(""rs-plugin-settings-inline-css""); var htmlDivCss=""""; if(htmlDiv) { htmlDiv.innerHTML = htmlDiv.innerHTML + htmlDivCss; }else{ var htmlDiv = document.createElement(""div""); htmlDiv.innerHTML = """" + htmlDivCss + """"; document.getElementsByTagName(""head"")[0].appendChild(htmlDiv.childNodes[0]); } if (setREVStartSize!==undefined) setREVStartSize( {c: '#rev_slider_24_1', gridwidth: [1280], gridheight: [720], [...]",https://apeelsciences.com/wp-content/uploads/2018/09/fbog-image.jpg,https://apeelsciences.com/wp-content/uploads/2018/09/fbog-image.jpg,,https://apeelsciences.com/,,,,,,,,,,"TECH13:3,TECH13:1,TECH13:5,TECH13:4,TECH13","TECH13,TECH13:1,TECH13:4,TECH13:5,TECH13:3",,https://apeelsciences.com/wp-content/uploads/2018/09/fbog-image.jpg
TECH09:3,shelfai,partner,jgp,"Voice Control
Automatic Styling or Curatorship
Virtual Assistants",VOICCONT,AUTOSTYL,VIRTASSI,,"VOICCONT,AUTOSTYL,VIRTASSI",,"We bring artificial intelligence to e-commerce, empowering grocery retailers to engage directly with customers, in truly personalised shopping experiences.",https://shelf.ai/website/wp-content/uploads/2016/10/shelfai_logo_sm.png,https://shelf.ai/website/wp-content/uploads/2016/10/shelfai_logo_sm.png,,https://shelf.ai/,,,,,,,,,,"TECH09:2,TECH09:1,TECH09","TECH07,TECH73,TECH09,TECH09:1,TECH09:2",,https://shelf.ai/website/wp-content/uploads/2016/10/shelfai_logo_sm.png
PRT106,Go Instore,partner,jgp,"Virtual try on (remote or instore)
As convenient as the most convenient",VIRTTRYO,CONVCONV,,,"VIRTTRYO,CONVCONV",,"We bring the world’s digital experiences to life through our immersive live video technology and expertise - Find out how we increase sales and improve customer experience for global brands like Farfetch, Porsche, Marriott International, Redrow, Sofa.com and how we can help you",https://www.goinstore.com/wp-content/uploads/2018/02/Website-logo-png-1.png,https://www.goinstore.com/wp-content/uploads/2018/02/Website-logo-png-1.png,,https://www.goinstore.com/,,,,,,,,,,,,,https://www.goinstore.com/wp-content/uploads/2018/02/Website-logo-png-1.png
PRT049,Spike,partner,jgp,Health Support Range,HEALSUPP,,,,HEALSUPP,,We create solutions that help diabetics monitor their health and live a healthier lifestyle.,"https://res.cloudinary.com/hrscywv4p/image/upload/c_limit,fl_lossy,h_630,w_1200,f_auto,q_auto/v1/1289343/Spike_Logo_Square-01_bfphaw.png","https://res.cloudinary.com/hrscywv4p/image/upload/c_limit,fl_lossy,h_630,w_1200,f_auto,q_auto/v1/1289343/Spike_Logo_Square-01_bfphaw.png",,https://www.thespikeapp.com/,,,,,,,,,,,,,"https://res.cloudinary.com/hrscywv4p/image/upload/c_limit,fl_lossy,h_630,w_1200,f_auto,q_auto/v1/1289343/Spike_Logo_Square-01_bfphaw.png"
PRT032,ReVibe,partner,jgp,Auto-sustainable stores & companies,AUTOSUST,,,,AUTOSUST,,We power the Industrial IoT by transforming vibrations into electricity. Power your IoT units without the need for standard batteries or expensive cables.,https://revibeenergy.com/wp-content/uploads/2017/12/Revibe-logotyp-copy1-e1512760099761.png,https://revibeenergy.com/wp-content/uploads/2017/12/Revibe-logotyp-copy1-e1512760099761.png,,https://revibeenergy.com/,,,,,,,,,,,,,https://revibeenergy.com/wp-content/uploads/2017/12/Revibe-logotyp-copy1-e1512760099761.png
PRT053,BOL,partner,jgp,Healthier Versions of Indulgences,HEALINDU,,,,HEALINDU,,"Welcome to the BOL foods website. Browse our product range, learn about our story, dive into our values and read the #plantlife blog to join our plant-based journey.",http://www.bolfoods.com//uploads/promos/Carousel-01_180119_100436.jpg,http://www.bolfoods.com//uploads/promos/Carousel-01_180119_100436.jpg,,http://www.bolfoods.com,,,,,,,,,,,,,http://www.bolfoods.com//uploads/promos/Carousel-01_180119_100436.jpg
PRT092,Werk,partner,jgp,Total work flexibility,WORKFLEX,,,,WORKFLEX,,Werk's technology puts flexibility insights and data into the hands of companies to help them work smarter. Request a demo to learn more.,https://werk.co/images/meta-general.jpg,https://werk.co/images/meta-general.jpg,,https://werk.co/,,,,,,,,,,,,,https://werk.co/images/meta-general.jpg
PRT010,Wise Shelf,partner,jgp,As cheap as the cheapest,CHEACHEA,,,,CHEACHEA,,WiseShelf transforms retail shelf to an IoT smart shelf. WiseShelf optimizes the store operation by minimizing shelf Out of Stock incidents.,/main/img/oldtechimg/wise.png,/main/img/oldtechimg/wise.png,,https://www.wiseshelf.com/,,,,,,,,,,,,,/oldtechimg//main/img/oldtechimg/wise.png.jpg
PRT068,YUSA,partner,jgp,Range of Functional Food,FUNCFOOD,,,,FUNCFOOD,,"Yusa is the first drink in the UK to use the guayusa tea leaf to create a healthy refreshing plant-based energy drink that’s high in natural caffeine, antioxidants and low in sugar. We have added only water, plants and fruit juices to create an all-natural alternative energy drink, containing nothing artificial","https://static.wixstatic.com/media/96e271_09bca50da672485fa6c638bd5ae7ac53%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/96e271_09bca50da672485fa6c638bd5ae7ac53%7Emv2.jpg","https://static.wixstatic.com/media/96e271_09bca50da672485fa6c638bd5ae7ac53%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/96e271_09bca50da672485fa6c638bd5ae7ac53%7Emv2.jpg",,https://www.yusadrinks.com/,,,,,,,,,,,,,"https://static.wixstatic.com/media/96e271_09bca50da672485fa6c638bd5ae7ac53%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/96e271_09bca50da672485fa6c638bd5ae7ac53%7Emv2.jpg"
TECH88,Agrivoltaics,technology,tpc,Internalize Renewable energy ,INTERENE,,,,INTERENE,"A way of combining renewable energy with agriculture in a hot, arid landscape, positioning elevated solar panels over an understory of plants.","A way of combining renewable energy with agriculture in a hot, arid landscape, positioning elevated solar panels over an understory of plants.",https://sunagri.fr/wp-content/uploads/2017/04/Arboriculture-vue-1-Modif-5-06-2017-e1496999309325-1120x340.jpg,https://sunagri.fr/wp-content/uploads/2017/04/Arboriculture-vue-1-Modif-5-06-2017-e1496999309325-1120x340.jpg,,,,,,watch,low,,,"http://www.agrophotovoltaik.de/,https://www.wired.co.uk/article/energy-agrivoltaic-farms",,,,,https://sunagri.fr/wp-content/uploads/2017/04/Arboriculture-vue-1-Modif-5-06-2017-e1496999309325-1120x340.jpg
TECH02,Artificial vision for Behaviour analytics,technology,radar18,"Biometric Validation and Analytics
Motion Control",BIOMVALI,MOTICONT,,,"BIOMVALI,MOTICONT","Analyze in store customer's behavior to get traffic heatmaps and costumer's flow inside the store. Through artificial vision it is possible to automatically analyze information from cameras. Specific software can detect the presence of people, count them, analyze how frequently a space is visited, recognize patterns and also analyze people's behavior. ","Analyze in store customer's behavior to get traffic heatmaps and costumer's flow inside the store. Through artificial vision it is possible to automatically analyze information from cameras. Specific software can detect the presence of people, count them, analyze how frequently a space is visited, recognize patterns and also analyze people's behavior. ",https://black.ai/assets/images/image01.jpg?v80695257869451,https://black.ai/assets/images/image01.jpg?v80695257869451,,,,This technology is on the radar of the security area of Direção de Proteção de Ativos. Solutions found still lacks maturity.,,watch,high,,,,,"TECH02:3,TECH02:2,TECH08:2","TECH02:2,TECH02:3",,https://black.ai/assets/images/image01.jpg?v80695257869451
TECH04,Artificial intelligence for Operations optimization,technology,radar18,"As cheap as the cheapest
Automate repetitive tasks",CHEACHEA,AUTOTASK,,,"CHEACHEA,AUTOTASK","Automate hypothesis' formulation explointing existent data from multiple sources. AI algorithms can be used to analyse data collected from A/B testing and automatically produce outputs in accordance with previous experiments, that evolves the operation. Each problem must be addressed separately including: range definition, planogram oprimization, staff dynamic allocation, etc.","Automate hypothesis' formulation explointing existent data from multiple sources. AI algorithms can be used to analyse data collected from A/B testing and automatically produce outputs in accordance with previous experiments, that evolves the operation. Each problem must be addressed separately including: range definition, planogram oprimization, staff dynamic allocation, etc.",https://sbdigitalagency.com/wp-content/uploads/2018/05/Retail-Geolocation-1100x723.jpg,https://sbdigitalagency.com/wp-content/uploads/2018/05/Retail-Geolocation-1100x723.jpg,,,,Multiple potential partners were identified that can provide AI based turnkey solutions to optimize operations. The next step is to envisage the best use case and experiment.,,experiment,high,,,,,TECH04:2,TECH04:2,,https://sbdigitalagency.com/wp-content/uploads/2018/05/Retail-Geolocation-1100x723.jpg
TECH25,Autonomous vehicles for Transportation,technology,radar18,"Quick deliveries
As cheap as the cheapest
As convenient as the most convenient",QICKDLVR,CHEACHEA,CONVCONV,,"QICKDLVR,CHEACHEA,CONVCONV","Autonomous vehicles can improve delivery efficiency and logistics cost. An autonomous vehicle is one that can drive itself from a starting point to a predetermined destination in ""autopilot"" mode using various in-vehicle technologies and sensors, such as lasers, radar and cameras, as well as advanced driver assistance systems, software, map data, GPS and wireless data communication.","Autonomous vehicles can improve delivery efficiency and logistics cost. An autonomous vehicle is one that can drive itself from a starting point to a predetermined destination in ""autopilot"" mode using various in-vehicle technologies and sensors, such as lasers, radar and cameras, as well as advanced driver assistance systems, software, map data, GPS and wireless data communication.",https://cdn.vox-cdn.com/thumbor/hT8herL-tKN89QRxWVyXnyJhRzQ=/0x0:800x524/1200x800/filters:focal(336x198:464x326)/cdn.vox-cdn.com/uploads/chorus_image/image/50240255/uekf6enfoc8yomz1mw3t.0.jpg,https://cdn.vox-cdn.com/thumbor/hT8herL-tKN89QRxWVyXnyJhRzQ=/0x0:800x524/1200x800/filters:focal(336x198:464x326)/cdn.vox-cdn.com/uploads/chorus_image/image/50240255/uekf6enfoc8yomz1mw3t.0.jpg,,,,,,study,high,,,,,"TECH25:2,TECH25:1,TECH25:3","TECH25:1,TECH25:2,TECH25:3",,https://cdn.vox-cdn.com/thumbor/hT8herL-tKN89QRxWVyXnyJhRzQ=/0x0:800x524/1200x800/filters:focal(336x198:464x326)/cdn.vox-cdn.com/uploads/chorus_image/image/50240255/uekf6enfoc8yomz1mw3t.0.jpg
TECH70,Artificial vision for Stock management,technology,radar18,"As cheap as the cheapest
Automate repetitive tasks",CHEACHEA,AUTOTASK,,,"CHEACHEA,AUTOTASK","AV can help retailers to manage stock more efficiently. Artificial vision promises real time analysis of video footage to monitor, control and report any visible situation with minimal-to-none human intervention. By analyzing images collected in the stores it would be possible to identify out-of-stock items, low stock items, misplaced items, and pricing and planogram errors.  ","AV can help retailers to manage stock more efficiently. Artificial vision promises real time analysis of video footage to monitor, control and report any visible situation with minimal-to-none human intervention. By analyzing images collected in the stores it would be possible to identify out-of-stock items, low stock items, misplaced items, and pricing and planogram errors.  ",http://news.mit.edu/sites/mit.edu.newsoffice/files/styles/news_article_image_top_slideshow/public/images/2017/MIT-RFID-relay_0.jpg?itok=Rtjh-L_d,http://news.mit.edu/sites/mit.edu.newsoffice/files/styles/news_article_image_top_slideshow/public/images/2017/MIT-RFID-relay_0.jpg?itok=Rtjh-L_d,,,,A study is being conducted by a team led by the BIT design area.,,study,medium,,,,,"TECH70:2,TECH70:3,TECH70:4,TECH70:1,TECH70:5","TECH70:1,TECH70:2,TECH70:3,TECH70:4,TECH70:5",,http://news.mit.edu/sites/mit.edu.newsoffice/files/styles/news_article_image_top_slideshow/public/images/2017/MIT-RFID-relay_0.jpg?itok=Rtjh-L_d
